ssn,name,age,gender,income,health_rating,nChildren,married,purchased
068-06-0829,Jack Lang,22,1,42939.86,96,0,True,False
852-08-1970,Whitney Murphy,49,0,56370.55,15,3,True,True
094-25-0138,Sarah Nelson,100,1,58077.39,1,0,True,True
860-41-0685,Omar Brooks,62,1,64365.19,20,1,False,True
434-08-2372,Benjamin Reese,92,0,50943.55,97,3,False,False
438-58-5583,Robert Hernandez,67,0,63140.73,46,0,False,True
221-66-8832,Sabrina Orr,68,1,75188.28,11,3,True,True
364-49-1163,Cody Valdez,80,0,44293.51,94,0,True,False
816-88-0367,Robert Shelton,34,1,65132.06,13,2,False,True
895-46-9325,Angela Scott,93,1,73998.56,42,1,True,True
317-04-8518,Joan Hernandez,89,1,69752.04,86,2,False,True
210-97-2841,Christina Nicholson,39,0,73256.44,16,1,True,True
790-11-4571,Christina Carpenter,23,0,43730.9,100,1,True,False
270-01-6332,Peter Cardenas,34,1,44573.43,15,2,False,True
287-04-6695,Destiny Huynh,100,0,71268.02,2,1,False,True
824-67-6045,Michelle Jones,28,1,48283.01,60,3,True,False
062-60-1364,Ian Thomas,22,1,44499.0,35,2,False,False
137-90-7616,Bill Gray,88,0,41726.43,65,0,True,False
025-87-9991,Amy Ruiz,56,1,68937.03,28,2,True,True
112-66-4492,Anthony Greer,34,0,50693.19,66,1,True,False
212-29-2616,Karen Murphy,42,0,51016.75,84,1,True,False
598-82-4622,Grant Davis,65,1,72127.87,32,3,True,True
082-24-6686,Vanessa Tucker,78,0,70195.34,99,0,False,False
512-26-0739,Corey Clay,36,0,45994.39,69,2,False,False
120-29-3946,Rebecca Kelley,20,0,52855.12,58,1,True,False
811-40-6584,Courtney Barnes,33,0,43210.59,87,2,False,False
471-09-5034,Barbara Erickson,50,0,49318.56,76,1,False,False
647-24-6740,Bianca Walker,86,0,57846.51,66,2,False,True
027-75-8596,Anthony Brock,85,1,50877.99,67,0,True,False
877-53-9514,Michael Powers,41,1,66243.77,68,0,True,False
517-25-5404,Michael Gardner,58,1,79091.98,8,0,True,True
634-26-6807,Kelly Wilson,20,1,43497.33,100,3,False,False
257-54-0271,Kevin Matthews,63,1,47023.84,89,2,False,False
773-35-8256,Elizabeth Harper,77,1,76317.91,39,0,True,True
637-38-4110,Sandra Marshall,97,0,51223.7,58,0,False,True
808-47-5275,Elizabeth Howell,49,0,61775.82,55,1,True,False
744-46-5009,Jennifer Oliver,51,1,43387.64,39,3,True,False
076-86-2348,Kristopher Lee,90,0,73017.28,94,2,True,False
545-04-1674,Michael Lucero,24,0,79508.9,77,2,True,False
105-21-4971,Alyssa Osborn DVM,92,0,50117.8,19,3,True,True
497-95-5023,Lori Henry,70,0,62697.54,54,1,False,True
195-27-1694,Stacey Wallace,31,0,40384.38,92,1,True,False
640-21-5604,Diane Reynolds,64,1,56820.96,55,1,True,False
309-06-5623,Robert Lamb,43,1,79073.72,11,0,True,True
642-01-5524,Timothy Guerrero,49,0,56577.7,16,3,False,True
687-02-6953,Danielle White,47,0,74452.6,48,0,True,True
349-97-9213,Sara Lopez,34,0,43637.58,19,1,False,True
581-68-8066,Amanda Mclaughlin,63,1,58312.97,78,0,True,False
152-58-6901,Gregory Stark,80,0,42523.76,18,0,True,True
810-53-7492,Philip Miller,42,1,57536.97,37,0,True,False
563-90-7993,Megan Jenkins,78,0,46637.67,90,1,False,False
743-20-5513,Kimberly Lopez,65,1,77040.64,67,0,True,True
487-11-8841,Spencer Miller,34,0,46298.06,70,1,True,False
348-99-4588,Heather Mann,79,1,54430.49,71,0,False,False
518-58-4087,John Castro,72,0,78987.0,66,1,False,True
573-90-4555,Kayla Richards,67,0,56672.96,7,1,True,True
574-58-6040,Cindy Carroll,22,0,40180.86,97,1,False,False
165-02-3397,Beverly Osborne,45,1,40337.83,86,0,True,False
339-90-6509,Leah Young,71,0,58424.8,35,3,True,True
598-16-1688,Maria Henson,54,0,53517.6,69,3,False,False
461-84-6463,Jacob Hill,47,1,44124.46,26,1,False,True
591-17-7232,Adam Jones,98,1,58686.39,17,1,False,True
212-31-8894,Jennifer Williams,20,0,65589.52,28,3,False,False
194-88-0489,Christine Macdonald,95,1,67864.93,49,2,False,True
114-13-4029,Roy Becker,79,1,44112.23,55,0,False,False
723-95-1042,Jason Ellis,97,0,44571.33,26,0,False,True
740-42-4953,Charles Matthews,25,1,55663.94,31,3,True,False
694-59-8023,Joshua Sullivan,51,1,77017.57,43,3,True,True
506-68-6988,Alex Morales,82,0,69131.65,35,1,False,True
571-33-5517,Patricia Patel,91,1,51465.57,82,0,True,False
671-63-0363,Matthew Davis,98,1,75206.92,67,2,False,True
432-18-5838,Daniel Webb,32,0,77458.68,34,0,False,True
114-92-2015,Alyssa Li,35,1,40065.56,82,3,True,False
637-20-6281,Tanner Fisher,82,0,67724.62,55,2,True,True
408-83-8569,Christine Underwood,89,1,65367.36,11,1,False,True
719-73-3474,Jonathan Fowler,86,1,42538.2,30,1,True,True
270-11-6982,Mark Raymond,41,1,42185.36,50,2,False,False
816-04-7472,Michael Cain,38,0,40632.78,28,2,True,False
279-67-9198,Adrian Morgan,28,0,41805.22,65,1,False,False
294-74-5693,Lisa Tanner,79,0,60428.95,34,2,True,True
556-63-5442,Christina Ortega,99,1,70686.06,54,1,True,True
695-76-1848,Scott Rodriguez,52,1,45717.52,51,2,True,False
387-94-9525,Denise Myers,79,0,54128.57,76,2,False,False
598-33-6099,John Roy,90,0,46422.7,30,3,False,True
008-14-4420,Heather Webster,86,0,78416.81,4,0,True,True
385-88-1471,Christopher Garner,86,0,48613.06,56,1,True,True
619-13-7679,Brittany Hale,56,1,75414.85,44,3,True,True
682-12-2504,Natalie Burnett,85,0,68087.44,78,0,True,True
393-20-1042,Andrea Brooks,24,1,55883.56,62,0,True,False
471-32-7251,Mr. Eric Nguyen,22,0,51222.1,2,2,True,True
443-23-8831,Mark Davidson,77,0,76245.93,84,3,True,False
724-20-3433,Karen Lopez,45,0,71657.47,45,0,False,True
864-61-3995,Terry Wells,28,1,58318.6,75,3,True,False
455-38-6525,Amy Blevins,92,0,63402.86,36,0,True,True
189-99-2168,Antonio Lopez,54,1,40118.35,70,3,False,False
740-56-5275,Rodney Dawson,38,0,67846.16,78,1,False,False
896-40-3082,Mark Smith,66,0,47437.59,17,0,True,True
402-23-4123,Elizabeth Foster,96,1,77707.51,84,0,False,True
344-22-5547,Daniel Dominguez,81,0,45791.29,5,0,False,True
370-43-5417,Terry Harris DVM,72,1,54123.78,87,2,True,False
868-08-0016,Stephanie Bailey,90,1,55773.9,21,2,False,True
233-61-9517,Joshua Holmes,57,0,43337.61,62,1,False,False
829-80-0372,Samantha Howard,28,0,45753.19,68,2,True,False
209-31-3243,Katie Hatfield,81,0,50331.14,33,2,False,True
078-99-2502,Nicholas Weaver DVM,35,0,74952.58,91,3,True,False
115-76-1302,Joseph Parker,69,0,76595.52,72,2,False,True
611-97-5644,Ronnie Joyce,72,0,53204.1,61,2,True,False
841-52-7377,Matthew Johnston,68,1,63059.05,17,3,True,True
367-62-1982,Tyler Hogan,48,1,53547.57,56,3,False,False
676-27-8980,Troy Bowen,93,1,52805.59,76,1,False,False
865-26-8011,Lisa Adams,56,0,49597.96,3,2,False,True
804-99-3343,John Mcintyre,36,1,60961.24,59,0,True,False
227-87-8714,Erika Williams DVM,29,0,60743.93,88,3,False,False
496-14-2661,Christian Brown,40,0,74711.67,67,2,False,False
404-64-1889,Dawn Ruiz,52,0,74790.1,22,2,True,True
436-28-1049,William Carroll,25,0,78253.87,8,1,True,True
467-91-8554,Lynn Peters,57,1,48484.71,67,0,True,False
218-89-6330,Jacqueline Malone,75,0,63136.93,56,2,True,True
348-62-7333,Megan Harris,25,1,53085.99,8,2,False,True
252-51-9468,Eric Williams,29,0,52141.68,79,2,False,False
894-77-8469,Nicole Rivera,86,0,43702.08,59,1,False,False
116-90-9969,Veronica Gray,44,1,78798.93,20,0,True,True
731-51-1492,Edward Hodge,66,0,49298.66,9,0,False,True
260-29-5623,Lance Williams,38,1,71055.49,31,3,False,True
512-39-8323,Cynthia Beard,22,1,73493.85,25,0,True,False
751-56-8341,Kenneth Luna,34,1,63811.51,6,2,False,True
410-49-7449,Andrew Cox,89,0,74975.61,84,0,True,True
177-04-6002,Richard Velasquez,85,1,77899.93,70,1,False,True
203-81-7122,Jacob Atkins,47,0,43619.61,89,1,True,False
395-71-4890,Cindy Blake,81,0,76741.03,23,1,False,True
896-28-3530,Kyle Walker,99,0,63458.84,27,2,False,True
769-62-3410,Brian Allen,26,0,79383.45,45,1,True,False
782-60-8962,Tammy Coleman,80,0,43211.93,51,1,True,False
384-57-0114,Amber Olson,56,0,58213.07,14,1,True,True
622-79-7435,Douglas Steele,77,1,68910.68,12,0,False,True
324-10-6724,Francisco Guzman,43,0,55643.45,5,3,True,True
056-17-3848,Brooke Lopez,75,1,48160.86,46,3,True,True
779-05-5765,Shawn Shelton,66,0,77762.99,11,0,True,True
670-22-8605,Travis Rivera,79,1,74952.24,9,1,True,True
564-58-5688,Angelica Taylor,67,1,40421.93,67,1,False,False
509-37-9466,Laurie Watson,88,1,58454.9,33,2,True,True
489-25-6932,Edward Patel,90,1,68496.96,98,1,True,False
184-36-0124,Sandra Ortiz,61,0,62770.08,52,2,True,True
668-67-8123,Vanessa Williams,69,1,51605.48,13,2,False,True
664-55-3591,Alex Salazar,71,0,45540.57,55,2,True,False
092-89-8462,Eric Aguirre,37,0,52319.86,19,2,False,True
089-81-4831,Deborah Juarez,33,0,72972.48,99,1,True,False
499-20-2344,Melinda Allen,83,1,61519.64,32,3,False,True
883-68-0861,Gabrielle Harris,25,1,63252.7,14,2,True,True
143-95-6204,Tracie Clark,28,1,62846.25,71,0,True,False
716-93-5542,Ashley Anderson,68,0,72065.13,97,3,True,False
333-73-9538,Mark Coleman,25,1,60367.8,97,3,False,False
379-36-4032,James Brown,92,1,53877.96,83,1,True,False
860-42-2104,Amanda Bryan,73,1,54327.75,18,0,True,True
178-13-1575,Allen Sutton,43,1,50814.9,71,3,True,False
797-58-1724,Kendra Walsh,61,0,76561.52,22,0,True,True
875-32-9539,Tammie Torres,49,1,75090.9,86,3,False,False
587-78-6421,Jose Sullivan,54,0,52904.26,70,0,False,False
590-90-3031,Tamara Young,45,0,40288.24,38,3,True,False
583-52-9530,Brad Hess,51,0,42651.76,95,1,True,False
448-97-6688,Jermaine Stanley,31,0,56094.34,30,2,False,False
429-92-0636,Lisa Montoya,43,0,74276.09,94,0,True,False
598-96-5289,Misty Schultz,73,1,53136.05,85,0,False,False
826-84-9793,Emily Stark,85,1,48746.5,11,2,False,True
793-19-4589,Joanne Robinson,85,1,50557.1,74,1,True,False
416-37-0424,Dylan Smith,88,0,71695.15,52,2,True,True
722-22-0791,Anthony Miller,20,0,47579.91,53,3,True,False
640-88-4028,Ronald Stephens,81,1,67646.2,3,3,True,True
254-69-7256,Victor Hernandez,72,1,28119.6,24,3,True,True
835-86-3178,Scott Zuniga,84,1,32753.99,59,2,True,False
594-28-3509,Cindy Silva,61,0,20661.84,63,2,False,False
044-21-8318,Cynthia Walker,61,0,22508.96,11,0,False,True
756-33-9336,Steven Beck,52,0,25072.16,59,2,True,False
241-88-0409,Beverly Mcbride,82,0,21971.96,24,2,False,True
242-07-8176,Rebecca Baker,41,0,20439.13,86,3,False,False
822-46-5903,Mark Harding,74,0,21680.49,3,2,False,True
238-92-3513,Wanda Martinez,53,0,27722.56,49,3,False,False
091-62-1354,Paul Carter,30,1,33605.54,71,3,False,False
392-16-2069,John Anderson,20,1,39717.74,7,0,True,True
460-39-4155,Kristin Atkins,58,1,24809.07,31,3,False,False
317-45-0920,Joseph Payne,34,0,37768.6,68,2,False,False
076-77-2196,Benjamin Strong,62,0,39249.95,31,1,True,True
849-53-4643,Kristy Mcdonald,67,1,35130.55,30,2,False,True
262-89-3415,Erin Medina,84,0,25285.62,17,3,False,True
322-12-9544,Andrea Jones,87,1,32632.35,81,1,True,False
153-92-7762,Angel Hobbs,70,1,25433.35,97,1,True,False
671-02-3927,Sophia Johnson,91,1,35942.43,54,1,False,False
610-84-3630,Ricky Fernandez,76,0,30598.59,11,0,True,True
825-32-1716,Jesse Sawyer,22,1,36605.97,26,2,True,False
555-60-4819,Tina Chapman,61,0,32053.57,22,3,False,True
182-46-6082,Tony Johnson,96,0,37313.95,15,0,True,True
179-41-1445,Alexander Snyder,100,1,36568.22,63,0,False,False
578-52-9568,Colin Gomez,38,0,30628.07,32,1,True,False
582-13-3989,Diana Barton,75,1,22475.9,44,0,False,False
144-65-2692,Peggy Vincent,79,0,39494.98,72,3,True,False
073-14-5712,Latasha Newton,97,1,35987.8,99,2,False,False
130-24-5566,Jacob Williams,36,0,31319.84,82,1,False,False
462-94-5116,Darlene Zimmerman,21,1,32499.04,4,1,False,True
191-81-5344,Cindy Rodriguez,60,0,33141.18,80,0,False,False
187-74-2767,Natasha Padilla,59,1,20623.33,55,2,True,False
546-08-3945,Lauren Stanley,46,1,25630.64,70,1,True,False
433-55-4519,Christopher Franco,68,1,26370.12,5,2,True,True
732-81-0340,Dustin Holloway,89,1,32233.07,67,2,True,False
707-42-5941,Kevin Miller,80,0,25107.82,88,0,True,False
204-64-0741,Jay Phillips,75,1,29831.17,77,3,False,False
786-52-5254,Leonard Johnson,28,0,22159.74,99,3,False,False
420-83-5519,Tammy Taylor,80,0,28105.58,75,0,False,False
778-78-6135,Elizabeth Graham,34,0,36329.28,27,0,False,False
074-67-3325,Christine Vargas,52,0,33546.45,40,2,True,False
334-32-2150,Kelsey Jones,63,0,21155.3,47,2,False,False
402-78-2174,Cory Valdez,77,1,25204.8,75,1,True,False
246-54-3874,Dawn Stevens,60,0,29796.35,69,0,False,False
061-02-9303,Tara Jackson,99,0,39960.65,28,0,False,True
733-01-1283,Luis Wilson,55,0,32277.45,25,0,False,True
629-15-2403,Patricia Gutierrez,48,1,34870.73,37,0,False,False
400-04-8024,Vanessa Lynch,83,1,22895.8,87,0,True,False
786-04-0641,Chris Marsh,59,0,21868.95,93,3,False,False
445-94-1527,Betty Patel,70,1,23358.77,53,2,False,False
504-23-4265,Logan Brooks,78,1,35544.88,86,2,True,False
121-33-8927,Lori Wright,93,0,27903.05,23,1,True,True
291-47-8535,Michael Powell,61,0,28988.57,66,0,False,False
188-01-9188,Steven Decker,61,1,28304.84,40,2,False,False
387-41-5048,Andrew David,47,1,38627.82,64,1,False,False
247-46-8427,Ashley Avila,82,0,25287.72,8,3,True,True
506-69-3468,Alan Bailey,95,1,35178.96,34,3,True,True
688-97-3978,Alexander Yang,57,1,21355.13,38,0,False,False
395-65-8369,Brenda Taylor,59,0,20538.11,63,0,False,False
419-53-2661,Luis Vargas,68,0,30347.82,29,3,False,True
686-31-3624,Roy Alexander,71,0,28701.15,17,1,False,True
132-28-9185,Gary Torres,42,0,35763.22,11,1,False,True
593-97-3308,Linda Luna,65,0,25362.92,77,0,True,False
216-18-9968,Michaela Payne,47,0,21354.48,32,1,False,False
016-60-7989,Sarah Farrell,57,0,21529.37,93,0,True,False
495-70-3443,Rebecca Becker,46,1,30777.59,59,2,False,False
326-03-7169,Megan Clayton,40,1,31234.0,38,1,True,False
599-43-9829,Gary Jackson,82,1,27328.4,96,1,False,False
374-73-4469,Randy Francis,47,0,26892.6,90,2,False,False
348-63-1731,Elizabeth Cruz,84,0,25473.7,39,1,True,False
751-42-3316,Douglas Henderson,44,1,22419.62,38,0,True,False
870-69-6435,Amy Hinton,83,1,39549.07,4,1,False,True
752-84-1368,Nicholas Fisher,35,0,37933.53,81,2,True,False
849-46-3408,Charles Mcintyre,56,1,37062.65,59,0,False,False
833-17-8958,Brian Sellers,95,1,30171.04,42,0,False,False
719-68-8809,Jodi Bridges,94,1,28918.56,41,2,True,False
581-36-6599,Joseph Swanson,22,0,21538.2,79,1,False,False
849-81-4973,Carolyn Anderson,86,0,33983.22,3,1,True,True
817-35-1537,Jill Bell,58,0,26787.24,48,3,True,False
463-95-6898,Michael Moon,25,0,20705.52,88,2,True,False
558-95-4262,Christine Ramos,63,1,39842.55,79,0,False,False
653-15-9533,Jessica Edwards,33,1,38697.71,77,2,False,False
493-95-7007,Tyler Sanders,61,0,24154.53,63,1,False,False
171-77-8292,Christopher Wade,47,1,28144.58,8,1,True,True
853-20-5483,Kendra Mathis,23,1,29383.92,40,3,True,False
475-56-9180,Benjamin Gilbert,34,0,36916.66,13,2,True,True
869-63-6875,Holly Webb,92,0,22959.81,26,3,True,True
634-38-9023,Nathan Weaver,34,1,29817.59,37,1,True,False
722-43-2188,Erin Gray,81,0,28961.38,18,2,True,True
603-13-4985,Sharon Andersen,40,0,23987.6,100,0,False,False
824-98-6233,William Hogan,46,1,37328.04,28,1,True,False
230-50-8036,Rachel Shields,60,0,37182.34,9,2,True,True
366-87-9333,Kristy Thomas,66,0,38758.12,41,2,True,False
700-66-2764,George Robinson,93,1,20042.88,94,2,False,False
734-77-1189,April Hines,39,1,31400.41,42,0,False,False
227-97-2140,Eddie Fox,70,1,24931.54,25,3,True,False
144-91-3510,Heather King,69,0,31736.57,74,1,False,False
029-62-3883,Wayne Watkins,97,0,24604.83,95,0,True,False
159-79-8391,Brenda Little,65,1,27096.22,27,0,True,False
142-06-4243,Mr. Drew Stephens,94,1,33464.96,79,1,False,False
520-96-0105,Thomas Mays,70,0,35220.2,87,2,False,False
288-84-0293,Barbara Holland,95,0,27620.11,35,0,True,True
236-85-4278,Lindsey Solomon,92,1,38571.93,79,0,False,False
578-72-9072,Christina Young,20,0,31619.82,77,1,True,False
495-24-8544,Gregory King PhD,25,0,34252.57,91,2,False,False
286-75-8681,Ariana Conner,58,1,34162.32,78,2,True,False
461-32-4549,Thomas Ball,79,1,33233.6,71,0,True,False
815-09-1182,Robert Montgomery,91,0,23685.29,68,3,True,False
487-20-8151,Christine Solis,40,1,37043.14,89,0,False,False
684-67-7256,Chelsea Montoya,55,0,27198.03,73,0,False,False
217-43-7572,Ryan Miller,89,0,27599.96,68,2,True,False
028-18-8411,Arthur Gonzalez,62,0,28133.56,31,1,False,False
677-61-5395,Thomas Kim,74,0,35186.62,29,3,True,True
403-37-6674,Carol Hudson,55,1,21839.55,17,3,True,True
803-75-2824,Jeffrey Padilla,89,0,24528.84,5,3,True,True
183-93-6553,Christine Stephens,65,0,23905.4,97,1,True,False
790-33-5918,Elizabeth Stout,49,0,32018.46,58,1,False,False
779-56-9751,Sarah Rodriguez,53,1,29000.61,52,2,False,False
840-51-5625,John Jones,72,1,25236.4,93,3,True,False
300-85-8780,Matthew Swanson,99,0,24270.81,78,3,True,False
857-71-4711,Melissa Hall,50,1,39866.45,18,3,False,True
198-01-2807,Alan Ray,99,0,39609.1,12,1,False,True
511-50-9282,Tina Hernandez,30,0,24447.76,28,2,False,False
141-18-4500,Jeremy Becker,56,1,30294.2,41,2,False,False
717-64-7496,Jesus Zavala,74,0,37086.37,38,1,False,True
708-97-5718,Whitney Brown,68,1,30092.77,7,0,True,True
161-98-9759,Laura Moore,34,0,28057.63,95,3,False,False
119-68-4241,Amber Elliott,39,1,34626.8,14,1,True,True
182-77-1678,Shannon Potter,36,1,37438.2,93,2,False,False
455-60-2531,Jennifer Potter,62,1,33786.59,50,2,True,False
875-88-9147,Chad Walton,52,0,31203.82,75,2,False,False
052-67-4021,James Greene,25,1,35318.68,62,3,False,False
351-33-8061,Cindy Nichols,27,1,28946.78,53,1,True,False
659-46-7956,Edward Roberts,55,1,30609.12,95,2,True,False
622-31-6131,Vanessa Craig,91,1,34033.1,74,3,False,False
658-83-8820,Andrea Hatfield,33,1,28374.68,43,1,False,False
668-55-2738,Samuel Walter,77,0,23057.39,84,2,True,False
361-10-5910,Jason Ho,44,1,23326.85,8,2,False,True
520-67-7036,Corey Madden,54,0,25029.15,40,3,False,False
208-51-2957,Lori Lowe,45,0,32829.6,49,0,False,False
357-62-9634,Caitlyn Daniel,83,0,25229.66,77,0,False,False
519-39-0049,James Johnson,33,1,26224.62,23,2,True,False
245-82-1192,Mackenzie Wright,61,1,25377.53,17,2,False,True
737-02-8324,Robin Greene,42,1,28222.34,43,1,True,False
031-98-5845,Connor Murphy,71,1,35298.11,83,0,True,False
576-51-9394,William Logan,58,0,38029.58,4,0,True,True
215-03-8719,Kelly Monroe,97,0,38605.53,54,1,False,False
250-62-2064,Susan Browning,24,1,32096.4,28,1,True,False
859-25-9565,Jose King,92,0,33798.74,24,3,True,True
349-11-8827,Tanya Henry,72,1,33341.53,39,1,True,False
220-17-3933,Emily Jones,28,1,27956.49,50,0,False,False
420-72-8004,Heather Callahan,63,0,23656.92,60,1,False,False
361-28-7125,Brandon Fletcher,37,0,33356.6,60,0,True,False
748-65-6050,Miss Marilyn Fischer,30,1,28234.52,24,0,False,False
221-59-2162,Mark Garcia,28,1,24639.22,83,0,False,False
123-12-5974,Tara Rodriguez,90,0,22480.21,47,0,True,False
721-87-6608,Mark Obrien,67,0,38704.78,15,3,False,True
436-98-3258,Shannon Hunt,93,0,36480.24,53,2,True,False
369-59-5673,Kyle Dillon,75,1,38414.66,26,2,True,True
178-96-7462,Cynthia Smith,46,1,30216.26,62,2,False,False
725-31-8881,Brandon Howard,64,1,34114.32,37,2,True,False
273-93-8548,Richard Delacruz,80,0,35807.85,86,1,False,False
166-94-1008,Natalie Anderson,89,0,36880.59,14,0,False,True
258-37-0539,Kristen Singh,69,1,33998.59,54,0,False,False
810-80-1666,Robert Huff,65,1,24399.44,29,2,False,False
759-98-6293,Brandon Pham,26,1,21634.95,81,3,True,False
674-04-2874,David Nixon,35,0,38363.09,32,3,True,False
806-88-6547,Rebecca Brandt,70,1,34455.47,22,3,True,True
280-26-2255,Mallory Hancock DDS,30,1,37657.59,6,1,False,True
406-57-5910,David Brown,66,1,26050.54,57,0,False,False
304-37-1307,Lori Jimenez,67,0,32032.79,39,2,True,False
607-28-5019,Thomas Miller,43,0,39267.96,31,3,True,False
734-75-5398,Lisa Bowman,89,1,30968.95,28,1,True,True
857-88-7019,John Gonzalez,46,1,27861.1,9,2,False,True
560-94-2185,Holly May,48,1,34732.21,24,3,False,False
504-14-0201,Joann Rogers,24,0,31006.46,26,1,True,False
384-69-3718,Jennifer Murray,54,1,23505.36,26,2,False,False
244-43-2655,Matthew Nolan,82,1,36757.85,13,3,False,True
357-06-7933,Adam Myers,65,0,28366.27,18,1,True,True
790-44-0352,Danielle Phillips,23,0,36692.31,88,1,False,False
816-17-7855,Ashley Adams,63,1,35105.73,38,2,True,False
621-78-9014,Christine Lynch,63,0,27798.42,8,0,False,True
825-27-1512,Dale Gonzales,55,0,26731.92,54,0,False,False
093-01-3776,Sherry Terry,61,1,35667.73,26,3,True,True
710-47-6595,Michael Thornton,55,0,24357.76,10,0,True,True
615-88-8697,Michelle Mcpherson,34,0,21602.69,71,2,True,False
126-15-2321,Nicole Barrett,72,1,32295.66,13,1,True,True
090-68-6240,Daniel Fleming,98,1,34846.31,38,1,True,True
266-15-4410,Mr. Joseph Rios,70,1,27757.66,15,1,True,True
572-23-1428,Terrance Phillips,93,1,29370.12,85,0,True,False
679-40-5415,Christy Lopez,21,1,28079.75,27,0,True,False
650-27-2088,Christine Lester,89,1,32092.17,79,3,False,False
218-36-4790,Kristin Pruitt,75,1,25582.65,61,3,True,False
276-25-1147,Jonathan Davis,63,1,39956.62,71,2,False,False
337-43-5846,Brittney Olson,44,1,32931.4,74,2,False,False
234-79-9110,Kristina Mclean,90,1,26193.03,2,1,False,True
830-20-0054,Miranda Allen,59,0,35032.28,71,0,True,False
482-70-5375,Annette Morales,52,0,34207.73,63,2,True,False
437-42-6189,Karla Noble,22,0,32878.42,11,1,False,False
331-62-8477,Julia Cameron,76,1,23024.38,91,3,False,False
744-74-9480,Bobby Wang,63,0,29077.09,60,1,True,False
760-09-0386,Aaron Pacheco,79,0,21944.99,56,1,True,False
341-24-4960,Jared Molina,59,0,20036.26,84,0,True,False
441-46-9122,Timothy Burns,53,0,38215.72,72,2,False,False
653-06-7954,Johnny Tran,81,0,38520.16,33,0,True,True
045-57-9127,Tracy Waters,76,0,24598.67,37,0,False,False
899-66-9231,Matthew Williams,77,0,25059.4,84,2,False,False
367-67-8593,Joy Valenzuela,81,1,27728.36,51,3,True,False
865-80-9854,Whitney Tate,61,1,27868.68,48,3,True,False
195-25-8295,Grace Costa,93,0,26324.95,24,3,False,True
365-36-7012,Corey Wiggins,99,0,27489.15,27,2,True,True
655-74-1795,Benjamin Santos,58,1,23424.52,92,0,True,False
199-65-3087,Sherry Miller,66,1,36871.86,27,0,True,True
711-01-2065,Mrs. Marissa Kennedy DDS,62,1,23645.57,7,2,False,True
797-04-9814,Richard Barrera,76,0,23459.44,66,1,False,False
443-05-1857,Rebecca Boone,47,1,36554.36,99,2,True,False
347-20-2980,Michelle Hopkins,82,0,28734.89,28,0,False,True
411-56-6927,Richard White,73,0,35713.25,82,3,True,False
652-17-3651,Brendan Merritt,65,0,30274.84,81,3,True,False
424-54-0777,Mandy Hall,74,0,37421.8,99,0,True,False
245-11-8707,Amy Hall,28,1,37689.92,70,1,True,False
180-01-5408,Stephen Nelson,40,1,28628.8,81,1,False,False
412-33-2382,Susan Hill,95,0,38761.06,78,0,True,False
009-75-0562,Thomas Bruce,55,0,29289.58,70,2,False,False
596-98-3272,Katelyn Luna,35,0,21342.81,24,3,False,False
101-52-6412,Michael Richardson,40,0,30860.21,75,3,True,False
303-24-7768,Alexander Guerra,61,0,31132.65,54,3,True,False
707-42-4869,Jacqueline Robles,60,0,25978.23,70,3,False,False
829-76-2702,Robert Reid,36,1,25823.58,80,3,True,False
009-09-6846,Wendy Allen,78,1,28162.06,37,2,True,False
065-78-0699,Stephen Hill,47,0,24573.8,53,0,False,False
453-20-9625,Gary Huber,78,1,39458.2,67,2,True,False
655-35-1982,Kelly Stone,97,0,38564.16,93,2,True,False
842-47-0805,Vicki May,82,1,39306.33,56,3,False,False
813-45-8784,Belinda Acosta,55,1,39721.77,84,1,False,False
429-35-1515,Catherine Arnold,53,1,32109.63,22,0,True,True
838-99-0621,Steven Smith,72,0,36351.83,7,2,True,True
897-26-9070,Linda Webb,82,0,38397.45,9,2,True,True
046-75-3319,Maria Chang,24,1,31090.76,81,3,True,False
039-68-5102,Samantha Scott,36,0,32840.21,23,2,True,False
450-86-5624,Carlos Williams,30,0,26223.47,20,3,False,False
812-98-6413,Theresa Hunter,52,1,39010.78,89,3,False,False
676-30-5977,Michelle Mccarthy,92,1,29589.72,50,3,True,False
525-09-1763,Sean Chaney,100,0,28748.58,77,1,False,False
450-99-5205,Alan Burke,79,1,36182.86,39,0,True,True
325-28-4123,Shaun Young,60,0,24341.32,59,0,True,False
146-15-4964,Brad Weaver,56,0,22455.44,30,2,False,False
230-08-8508,Dylan Gonzalez,32,0,37943.03,18,0,True,False
476-23-1750,Cindy Patel,86,1,22509.44,29,3,False,False
328-02-1546,Mr. Jeffrey Sanders,30,0,27730.1,99,0,True,False
514-82-7765,Joshua Washington,29,1,23242.7,89,2,False,False
073-68-7348,Mark Bailey,41,1,26086.04,84,1,True,False
429-10-9695,Veronica Woodard MD,31,1,27561.08,39,3,True,False
011-22-3739,Ashley Terry,57,0,31550.73,71,3,True,False
045-50-2721,Daniel Morales,43,0,29685.49,84,0,True,False
642-74-3685,Brandon Phillips,92,0,20549.88,81,0,True,False
514-61-2916,Jessica Kim,74,0,33665.53,47,1,True,False
553-66-3054,Ronnie Larson,47,1,28895.88,17,3,True,True
603-06-6936,Russell Armstrong,77,0,23011.8,78,2,False,False
169-44-8295,Jacob Leach,23,0,30610.77,55,0,False,False
145-02-1050,Martin Campbell,65,0,33138.56,41,1,False,False
873-66-7781,Peter Johnson,72,1,27784.65,25,3,False,True
257-81-8137,Michelle Li,84,0,32606.65,71,2,False,False
